module_age_years,ambient_temp_c,module_temp_c,relative_humidity_pct,daily_temp_swing_c,irradiance_kwh_m2_day,soiling_index,annual_degradation_rate_pct,cumulative_degradation_pct,current_power_ratio,fault_flag
14.75,13.02,33.37,91.17,7.72,5.21,0.084,0.1962,2.886,0.9711,0
1.03,18.81,45.48,59.75,15.32,5.43,0.497,0.512,0.0,1.0,0
21.3,28.08,49.95,86.82,24.26,3.52,0.188,0.6445,17.02,0.8298,0
4.31,24.73,53.56,37.24,19.59,5.93,0.495,0.4122,0.0,1.0,0
15.36,31.16,61.05,17.08,6.48,5.2,0.574,0.8011,14.72,0.8528,1
11.39,18.28,47.48,77.05,13.29,8.0,0.933,0.454,6.734,0.9327,0
11.35,33.71,62.95,71.19,7.49,4.77,0.656,0.9843,11.031,0.8897,1
2.26,18.53,34.31,58.64,6.14,5.56,0.031,0.067,1.067,0.9893,0
20.17,41.14,66.04,80.23,18.82,8.0,0.381,1.4248,29.697,0.703,1
22.38,14.27,32.63,82.21,21.92,5.41,0.793,0.6254,13.624,0.8638,0
0.77,19.26,31.37,62.03,21.08,5.13,0.261,0.3948,0.0,1.0,0
4.88,31.34,51.61,92.27,22.22,4.11,0.925,1.0176,6.169,0.9383,1
22.65,41.31,71.26,72.58,17.92,6.88,0.529,1.5791,38.228,0.6177,1
13.96,30.52,55.28,69.15,16.09,3.92,0.092,0.8525,12.982,0.8702,1
4.18,32.5,66.61,43.91,10.49,5.67,0.242,0.994,3.603,0.964,0
5.47,28.14,51.2,15.18,14.92,4.68,0.906,0.3914,1.977,0.9802,0
16.67,19.79,56.48,34.28,8.75,4.99,0.991,0.5949,10.282,0.8972,0
18.26,24.08,47.14,76.11,12.08,3.63,0.863,0.4994,7.279,0.9272,0
15.19,18.3,40.44,71.79,18.62,6.68,0.321,0.3937,6.856,0.9314,0
23.85,17.77,32.09,41.48,17.18,4.89,0.769,0.1469,5.966,0.9403,0
12.6,31.21,59.88,65.05,39.45,3.86,0.222,1.3683,17.935,0.8207,1
7.86,19.01,38.0,30.62,8.58,6.58,0.385,0.0786,3.807,0.9619,0
12.19,30.56,48.67,36.09,17.12,4.65,0.697,0.1847,1.141,0.9886,0
9.31,17.59,47.27,90.79,8.03,5.57,0.969,0.5697,4.569,0.9543,0
6.0,30.37,59.32,48.05,15.29,6.13,0.439,0.6135,4.075,0.9592,0
1.63,24.09,52.88,34.6,15.57,5.72,0.496,0.4021,1.078,0.9892,0
9.13,39.25,59.08,53.97,23.91,2.78,0.22,0.4438,1.259,0.9874,0
17.93,30.59,52.28,45.96,14.85,5.96,0.403,0.3945,9.081,0.9092,0
0.95,37.89,59.53,73.36,16.66,5.09,0.063,0.7787,1.16,0.9884,0
11.26,21.95,48.65,91.97,14.99,4.84,0.859,0.6144,3.902,0.961,0
16.28,28.45,59.77,62.34,8.19,5.08,0.023,0.6903,11.913,0.8809,0
15.45,20.15,44.36,62.29,13.44,3.43,0.684,0.5539,8.025,0.9198,0
19.53,24.69,58.54,44.19,15.33,5.41,0.273,0.6833,13.757,0.8624,0
20.36,25.9,53.29,60.17,18.52,3.7,0.476,0.7088,13.463,0.8654,0
17.94,22.19,42.78,40.55,21.91,4.89,0.282,0.5304,11.214,0.8879,0
3.02,18.28,45.25,15.09,16.36,5.37,0.4,0.2402,3.69,0.9631,0
12.14,16.69,48.93,84.29,16.23,6.38,0.547,0.6714,9.13,0.9087,0
15.28,9.28,43.27,49.36,5.95,4.3,0.641,0.4152,3.567,0.9643,0
6.52,19.55,48.67,54.37,21.78,6.8,0.94,0.5843,4.479,0.9552,0
1.54,33.02,55.17,21.68,13.13,6.24,0.332,0.399,0.314,0.9969,0
5.98,15.21,35.91,81.97,23.23,4.73,0.585,0.5618,1.717,0.9828,0
11.64,17.06,42.51,28.63,27.22,3.98,0.902,0.4252,6.043,0.9396,0
10.64,42.33,74.37,47.85,16.68,3.61,0.29,1.3976,16.764,0.8324,1
4.83,22.91,47.51,82.22,10.84,5.5,0.865,0.4899,1.386,0.9861,0
20.7,30.57,55.3,51.62,17.88,4.39,0.958,0.733,13.735,0.8626,0
23.18,33.14,55.45,89.49,20.44,6.52,0.847,0.9896,21.147,0.7885,1
5.43,33.3,53.33,31.75,15.79,4.45,0.57,0.6172,2.405,0.976,0
23.27,15.82,36.85,72.22,14.05,4.21,0.722,0.2604,7.341,0.9266,0
0.94,26.15,48.96,93.24,21.94,5.46,0.481,0.6467,0.0,1.0,0
23.16,15.05,47.36,58.97,21.48,4.45,0.597,0.6022,14.347,0.8565,0
23.82,47.57,68.13,70.37,15.58,5.21,0.974,1.2568,32.473,0.6753,1
0.8,15.24,37.56,46.46,6.42,6.28,0.251,0.1434,0.885,0.9912,0
19.19,19.62,36.43,75.11,21.19,5.33,0.793,0.2829,6.89,0.9311,0
24.27,19.68,45.97,87.71,12.63,5.33,0.506,0.5542,16.442,0.8356,0
22.69,16.03,46.23,71.24,19.5,5.43,0.177,0.6527,15.207,0.8479,0
24.28,38.82,70.57,89.87,19.06,3.34,0.644,1.6604,40.158,0.5984,1
13.98,47.38,70.6,62.09,4.78,5.63,0.792,1.4457,20.033,0.7997,1
2.41,24.19,49.64,61.17,18.57,5.38,0.569,0.5438,0.379,0.9962,0
21.32,17.44,38.52,39.37,21.6,6.18,0.837,0.2646,3.592,0.9641,0
15.54,10.1,35.27,71.77,22.46,5.87,0.366,0.3334,5.086,0.9491,0
15.56,26.05,49.93,85.56,18.82,4.98,0.914,0.6282,12.407,0.8759,0
10.72,25.47,47.82,66.71,4.16,6.34,0.648,0.4025,6.082,0.9392,0
14.51,22.79,45.62,33.64,26.94,4.88,0.803,0.6607,11.176,0.8882,0
4.26,29.77,54.48,58.53,20.88,5.47,0.273,0.8471,3.93,0.9607,0
18.62,31.16,51.4,75.47,9.58,4.86,0.446,0.379,10.526,0.8947,0
2.34,30.58,51.13,90.15,12.49,5.71,0.91,0.675,0.0,1.0,0
18.38,25.47,57.72,27.53,19.62,4.79,0.051,0.4868,8.409,0.9159,0
21.3,19.19,57.45,25.2,22.76,7.01,0.404,0.5647,15.219,0.8478,0
12.08,33.33,48.1,48.04,14.58,7.42,0.78,0.4941,6.551,0.9345,0
12.99,28.1,42.54,25.05,23.78,6.16,0.744,0.5087,6.107,0.9389,0
8.15,35.11,51.36,93.43,5.45,6.9,0.852,0.5206,5.44,0.9456,0
24.25,34.32,55.7,48.94,10.7,3.51,0.739,0.5675,14.683,0.8532,0
18.46,16.63,44.0,57.69,3.55,3.64,0.947,0.2334,3.989,0.9601,0
9.54,16.53,42.07,33.17,11.72,4.85,0.498,0.291,1.718,0.9828,0
4.78,21.96,44.99,50.93,28.56,5.25,0.624,0.7903,4.433,0.9557,0
5.88,19.55,44.72,93.78,32.4,4.98,0.848,1.0054,6.421,0.9358,0
11.87,34.04,51.89,54.09,19.64,3.39,0.702,0.6085,10.246,0.8975,0
23.59,30.81,51.35,15.71,13.53,6.47,0.102,0.3166,8.563,0.9144,0
18.49,36.79,58.67,34.4,16.45,7.57,0.367,0.6614,12.785,0.8722,0
5.77,31.17,43.67,93.28,21.31,6.61,0.553,0.7058,6.615,0.9338,1
21.56,29.67,44.7,94.13,7.06,6.39,0.755,0.5938,15.79,0.8421,0
9.77,37.6,52.87,31.84,13.99,5.45,0.544,0.4682,5.194,0.9481,0
21.37,31.76,58.34,64.22,28.04,4.27,0.778,1.0268,20.706,0.7929,1
6.42,28.54,52.02,21.15,10.68,5.28,0.838,0.3187,0.903,0.991,0
15.66,39.84,65.51,61.2,12.76,7.52,0.265,0.913,13.372,0.8663,0
23.2,28.92,39.88,25.07,18.09,4.81,0.616,0.433,11.639,0.8836,0
6.82,25.57,38.66,80.49,19.98,4.7,0.557,0.5595,3.192,0.9681,0
17.48,21.3,47.28,90.17,13.62,6.42,0.227,0.5545,13.308,0.8669,0
24.69,33.62,38.95,28.84,18.54,6.49,0.49,0.5167,11.854,0.8815,0
4.19,37.9,67.24,52.02,22.26,4.27,0.549,1.2281,3.328,0.9667,0
2.67,27.6,38.66,23.16,31.73,4.91,0.817,0.6404,2.159,0.9784,0
17.02,38.46,65.52,42.13,17.12,4.65,0.461,0.8072,15.528,0.8447,1
8.82,12.24,28.91,20.21,17.71,5.28,0.081,0.3723,0.0,1.0,0
2.25,27.56,55.85,36.16,28.69,6.41,0.487,0.9008,0.0,1.0,0
12.14,27.68,68.93,94.22,14.16,4.32,0.838,1.8822,22.968,0.7703,1
18.97,22.18,30.54,18.57,8.73,6.4,0.571,0.4528,11.935,0.8807,0
7.49,47.07,73.24,83.72,19.75,5.31,0.319,1.7541,16.495,0.835,1
8.71,27.47,38.62,21.2,25.53,7.76,0.921,0.4115,3.219,0.9678,0
21.22,24.74,49.3,57.32,20.53,5.55,0.156,0.1862,4.996,0.95,0
13.24,28.21,48.97,51.17,17.32,5.09,0.327,0.5504,6.531,0.9347,0
